Mod:Item:MetaData, Localized Name
ceramics:clay_bucket:0, Slow-Acting RadAway Fluid Clay Bucket
ceramics:clay_bucket:0, Fluorine Clay Bucket
ceramics:clay_bucket:0, Carbon Dioxide Clay Bucket
ceramics:clay_bucket:0, Carbon Monoxide Clay Bucket
ceramics:clay_bucket:0, Ethylene Clay Bucket
ceramics:clay_bucket:0, Fluoromethane Clay Bucket
ceramics:clay_bucket:0, Ammonia Clay Bucket
ceramics:clay_bucket:0, Oxygen Difluoride Clay Bucket
ceramics:clay_bucket:0, Diborane Clay Bucket
ceramics:clay_bucket:0, Sulfur Dioxide Clay Bucket
ceramics:clay_bucket:0, Sulfur Trioxide Clay Bucket
ceramics:clay_bucket:0, Hydrofluoric Acid Clay Bucket
ceramics:clay_bucket:0, Boric Acid Clay Bucket
ceramics:clay_bucket:0, Sulfuric Acid Clay Bucket
ceramics:clay_bucket:0, Boron Nitride Solution Clay Bucket
ceramics:clay_bucket:0, Fluorite Water Clay Bucket
ceramics:clay_bucket:0, Calcium Sulfate Solution Clay Bucket
ceramics:clay_bucket:0, Sodium Fluoride Solution Clay Bucket
ceramics:clay_bucket:0, Potassium Fluoride Solution Clay Bucket
ceramics:clay_bucket:0, Sodium Hydroxide Solution Clay Bucket
ceramics:clay_bucket:0, Potassium Hydroxide Solution Clay Bucket
ceramics:clay_bucket:0, Borax Solution Clay Bucket
ceramics:clay_bucket:0, Corium Clay Bucket
ceramics:clay_bucket:0, Chocolate Liquor Clay Bucket
ceramics:clay_bucket:0, Cocoa Butter Clay Bucket
ceramics:clay_bucket:0, Molten Unsweetened Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Dark Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Milk Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Sugar Clay Bucket
ceramics:clay_bucket:0, Molten Gelatin Clay Bucket
ceramics:clay_bucket:0, Hydrated Gelatin Clay Bucket
ceramics:clay_bucket:0, Liquid Marshmallow Clay Bucket
ceramics:clay_bucket:0, Molten Lithium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Beryllium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Mixture Clay Bucket
ceramics:clay_bucket:0, Molten Sodium Hydroxide Clay Bucket
ceramics:clay_bucket:0, Molten Potassium Hydroxide Clay Bucket
ceramics:clay_bucket:0, High Pressure Steam Clay Bucket
ceramics:clay_bucket:0, Exhaust Steam Clay Bucket
ceramics:clay_bucket:0, Low Pressure Steam Clay Bucket
ceramics:clay_bucket:0, Low Quality Steam Clay Bucket
ceramics:clay_bucket:0, Preheated Water Clay Bucket
ceramics:clay_bucket:0, Condensate Water Clay Bucket
ceramics:clay_bucket:0, Molten Sodium Clay Bucket
ceramics:clay_bucket:0, Molten Potassium Clay Bucket
ceramics:clay_bucket:0, Eutectic NaK Alloy Clay Bucket
ceramics:clay_bucket:0, Hot Eutectic NaK Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Boron Arsenide Clay Bucket
ceramics:clay_bucket:0, Silicon Carbide Vapor Clay Bucket
ceramics:clay_bucket:0, Molten Alugentum Clay Bucket
ceramics:clay_bucket:0, Molten Alumina Clay Bucket
ceramics:clay_bucket:0, Molten Thorium Clay Bucket
ceramics:clay_bucket:0, Molten Thorium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-230 Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-230 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium-230 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-233 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-233 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-233 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-235 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-235 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-235 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-238 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-236 Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-236 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Neptunium-236 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-237 Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-237 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Neptunium-237  Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-238 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-239 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-239 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-239 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-241 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-242 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-241 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-242 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-243 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-243 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-245 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-245 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-245 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-246 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-246 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-246 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-247 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-247 Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Berkelium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-248 Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-248 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Berkelium-248 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-249 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-249 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-249 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-250 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-250 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-250 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-251 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-251 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-251 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-252 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-252 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-252 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten TBU Fuel Clay Bucket
ceramics:clay_bucket:0, Molten TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEN-236 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEN-236 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEP-239 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEP-239 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEP-241 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEP-241 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEA-242 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEA-242 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-243 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-243 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-245 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-245 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-247 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-247 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEB-248 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEB-248 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEB-248 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEB-248 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEB-248 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEB-248 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECf-249 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECf-249 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECf-249 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECf-249 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECf-249 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECf-249 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECf-251 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECf-251 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECf-251 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECf-251 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECf-251 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECf-251 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted TBU Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEN-236 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEN-236 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEP-239 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEP-239 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEP-241 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEP-241 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEA-242 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEA-242 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LECm-243 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HECm-243 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LECm-245 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HECm-245 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LECm-247 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HECm-247 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEB-248 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEB-248 Fluoride Fuel Clay Bucket
